id,artist_names,track_name,source,key,mode,time_signature,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,loudness,tempo,duration_ms,weeks_on_chart,streams,cover_url,cover_url_md,album_name,release_date,spotify_url,preview_url,popularity
3AOf6YEpxQ894FmrwI9k96,SEVENTEEN,Super,PLEDIS Entertainment,G#/Ab,Major,4 beats,0.771,0.88,0.0857,0.162,1.41e-06,0.167,0.347,-4.091,137.018,200387,3,27399410,https://i.scdn.co/image/ab67616d0000b27380e31ba0c05187e6310ef264,https://i.scdn.co/image/ab67616d00001e0280e31ba0c05187e6310ef264,SEVENTEEN 10th Mini Album 'FML',2023-04-24,https://open.spotify.com/track/3AOf6YEpxQ894FmrwI9k96,,
3AVXwaOGCEL8cmBecfcsFJ,Charlie Puth,Light Switch,Atlantic Records,F#/Gb,Major,4 beats,0.69,0.626,0.306,0.105,0.000335,0.0881,0.912,-5.693,184.009,185681,31,280187138,https://i.scdn.co/image/ab67616d0000b273a82f8372b05a499f8dd6fe43,https://i.scdn.co/image/ab67616d00001e02a82f8372b05a499f8dd6fe43,Light Switch (Instrumental),2022-01-19,https://open.spotify.com/track/3AVXwaOGCEL8cmBecfcsFJ,,
3AVrVz5rK8Hrqo9YGiVGN5,Cigarettes After Sex,Apocalypse,Partisan Records,F,Major,4 beats,0.369,0.467,0.0274,0.0194,0.46,0.109,0.174,-9.018,94.473,290147,61,493252610,https://i.scdn.co/image/ab67616d0000b2736b701428ed4c6e053902174a,https://i.scdn.co/image/ab67616d00001e026b701428ed4c6e053902174a,Cigarettes After Sex,2017-06-09,https://open.spotify.com/track/3AVrVz5rK8Hrqo9YGiVGN5,,
3AbNNvo2OmyeDMvRBgf9vk,"TINI, Becky G, Anitta",La Loto,Sony Music Latin,C#/Db,Major,4 beats,0.855,0.83,0.106,0.0783,1.31e-06,0.08,0.775,-2.815,90.009,190667,2,12113466,https://i.scdn.co/image/ab67616d0000b2737d2e183aab70cbeef97a8409,https://i.scdn.co/image/ab67616d00001e027d2e183aab70cbeef97a8409,La Loto,2022-07-06,https://open.spotify.com/track/3AbNNvo2OmyeDMvRBgf9vk,,
3AlpkljBS1AU7HFVPms8K6,Sia,Santa's Coming for Us,Monkey Puzzle/Atlantic,C#/Db,Major,4 beats,0.669,0.854,0.0999,0.0205,0.0,0.047,0.707,-4.486,93.057,206533,7,43094033,https://i.scdn.co/image/ab67616d0000b273afbd1af8351227e15279d127,https://i.scdn.co/image/ab67616d00001e02afbd1af8351227e15279d127,Everyday Is Christmas,2017-11-17,https://open.spotify.com/track/3AlpkljBS1AU7HFVPms8K6,,
3AsAuGTaDQzavZZThyYlop,"NEIKED, Dyo",Sexual,Polydor Records,D,Major,4 beats,0.803,0.569,0.0739,0.0623,0.0,0.083,0.809,-7.392,107.986,188889,12,63309733,https://i.scdn.co/image/ab67616d0000b2739c5e27aff6792af94e972af9,https://i.scdn.co/image/ab67616d00001e029c5e27aff6792af94e972af9,Sexual,2016-08-26,https://open.spotify.com/track/3AsAuGTaDQzavZZThyYlop,,
3AzjcOeAmA57TIOr9zF1ZW,Dua Lipa,Physical,Warner Records,C,Major,4 beats,0.647,0.844,0.0457,0.0137,0.000658,0.102,0.746,-3.756,146.967,193829,34,234554378,https://i.scdn.co/image/ab67616d0000b273c88bae7846e62a8ba59ee0bd,https://i.scdn.co/image/ab67616d00001e02c88bae7846e62a8ba59ee0bd,Future Nostalgia,2020-03-27,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW,,
3B0irDyS69y5eAz15xV2Ee,Avicii,Wake Me Up,Universal Music AB,D,Major,4 beats,0.532,0.783,0.0523,0.00375,0.00123,0.161,0.643,-5.697,124.084,247427,29,17670201,https://i.scdn.co/image/ab67616d0000b273162c5d6dbf1dc3965d1a391a,https://i.scdn.co/image/ab67616d00001e02162c5d6dbf1dc3965d1a391a,True,2013-01-01,https://open.spotify.com/track/3B0irDyS69y5eAz15xV2Ee,,
3B228N0GxfUCwPyfNcJxps,sped up 8282,Cupid – Twin Ver. (FIFTY FIFTY) – Sped Up Version,WM Korea,F,Major,4 beats,0.737,0.725,0.0414,0.417,0.00129,0.0895,0.746,-7.989,144.069,145200,3,26306117,https://i.scdn.co/image/ab67616d0000b2730a0ba228b5be4ffb7c7c59fb,https://i.scdn.co/image/ab67616d00001e020a0ba228b5be4ffb7c7c59fb,Cupid – Twin Ver. (FIFTY FIFTY) – Sped Up Version,2023-04-08,https://open.spotify.com/track/3B228N0GxfUCwPyfNcJxps,,
3B54sVLJ402zGa6Xm4YGNe,"French Montana, Swae Lee",Unforgettable,Bad Boy Entertainment/Epic Records,F#/Gb,Major,4 beats,0.726,0.769,0.123,0.0293,0.0101,0.104,0.733,-5.043,97.985,233902,80,845998999,https://i.scdn.co/image/ab67616d0000b2738a31195a371b2233456f6c07,https://i.scdn.co/image/ab67616d00001e028a31195a371b2233456f6c07,Jungle Rules,2017-07-14,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe,,
3B7udSGy2PfgoCniMSb523,Ed Sheeran,I See Fire,WaterTower Music,A#/Bb,Minor,4 beats,0.581,0.0549,0.0397,0.559,0.0,0.0718,0.234,-20.514,152.037,300840,6,18247530,https://i.scdn.co/image/ab67616d0000b27381ef6477bfe32dc55845ef27,https://i.scdn.co/image/ab67616d00001e0281ef6477bfe32dc55845ef27,The Hobbit - The Desolation Of Smaug (Original Motion Picture Soundtrack / Special Edition),2013-01-01,https://open.spotify.com/track/3B7udSGy2PfgoCniMSb523,,
3BHFResGQiUvbYToUdaDQz,Post Malone,Enough Is Enough,Mercury Records/Republic Records,C,Major,4 beats,0.483,0.768,0.0344,0.014,0.0,0.109,0.332,-4.911,166.061,165175,2,21625260,https://i.scdn.co/image/ab67616d0000b27371cae34ad5a39bdab78af13e,https://i.scdn.co/image/ab67616d00001e0271cae34ad5a39bdab78af13e,AUSTIN,2023-07-28,https://open.spotify.com/track/3BHFResGQiUvbYToUdaDQz,,
3BKD1PwArikchz2Zrlp1qi,"David Guetta, Anne-Marie, Coi Leray",Baby Don't Hurt Me,Parlophone UK,G,Major,4 beats,0.602,0.91,0.0308,0.00126,0.000174,0.12,0.228,-3.404,127.944,140018,26,291541518,https://i.scdn.co/image/ab67616d0000b273a8a4505a1019753229042303,https://i.scdn.co/image/ab67616d00001e02a8a4505a1019753229042303,Baby Don't Hurt Me,2023-04-06,https://open.spotify.com/track/3BKD1PwArikchz2Zrlp1qi,,
3BUWNzPWz2mDbptZmGEXpB,Lil Wayne,Let It All Work Out,"Young Money Records, Inc.",B,Major,4 beats,0.551,0.562,0.163,0.0218,0.0,0.302,0.438,-6.862,135.872,316192,1,5859639,https://i.scdn.co/image/ab67616d0000b273bb1138165ad4ec2306f4e886,https://i.scdn.co/image/ab67616d00001e02bb1138165ad4ec2306f4e886,Tha Carter V,2018-09-28,https://open.spotify.com/track/3BUWNzPWz2mDbptZmGEXpB,,
3BY2mafsbsoKGqS380Xnuz,"Don Omar, Zion & Lennox",Te Quiero Pa´Mi,UMLE - Machete,C#/Db,Major,4 beats,0.761,0.82,0.0623,0.125,2.1e-05,0.183,0.619,-4.003,88.997,211627,27,96447517,https://i.scdn.co/image/ab67616d0000b273d0cb2a58e3bf5d7ac5ece16f,https://i.scdn.co/image/ab67616d00001e02d0cb2a58e3bf5d7ac5ece16f,King Of Kings 10th Anniversary (Remastered),2016-11-11,https://open.spotify.com/track/3BY2mafsbsoKGqS380Xnuz,,
3BYIzNZ3t9lRQCACXSMLrT,Lil Uzi Vert,Venetia,Generation Now/Atlantic,A,Major,4 beats,0.775,0.757,0.175,0.162,0.0,0.148,0.562,-4.139,142.933,188800,1,9824605,https://i.scdn.co/image/ab67616d0000b2735267529d83ab73cf102fcbbd,https://i.scdn.co/image/ab67616d00001e025267529d83ab73cf102fcbbd,Eternal Atake,2020-03-06,https://open.spotify.com/track/3BYIzNZ3t9lRQCACXSMLrT,,
3BZEcbdtXQSo7OrvKRJ6mb,Lil Nas X,MONTERO (Call Me By Your Name),Columbia,G#/Ab,Minor,4 beats,0.61,0.508,0.152,0.297,0.0,0.384,0.758,-6.682,178.818,137876,2,85507927,https://i.scdn.co/image/ab67616d0000b273ddb9cf14094fa5b3f8683b14,https://i.scdn.co/image/ab67616d00001e02ddb9cf14094fa5b3f8683b14,MONTERO (Call Me By Your Name),2021-03-26,https://open.spotify.com/track/3BZEcbdtXQSo7OrvKRJ6mb,,
3Be7CLdHZpyzsVijme39cW,"Kygo, Tina Turner",What's Love Got to Do with It,Kygo,G#/Ab,Minor,4 beats,0.75,0.664,0.154,0.275,0.0,0.0632,0.617,-5.908,105.023,208156,8,43717925,https://i.scdn.co/image/ab67616d0000b273141785bca5f03dd8a0c01e68,https://i.scdn.co/image/ab67616d00001e02141785bca5f03dd8a0c01e68,What's Love Got to Do with It,2020-07-17,https://open.spotify.com/track/3Be7CLdHZpyzsVijme39cW,,
3BnDvpeuGOj21Ir2aVEtQo,Rema,Calm Down,Mavin Records / Jonzing World,B,Major,4 beats,0.814,0.789,0.0405,0.365,0.000502,0.137,0.842,-6.29,107.003,219669,36,271243697,https://i.scdn.co/image/ab67616d0000b273ffa52727feedfd1935d160c4,https://i.scdn.co/image/ab67616d00001e02ffa52727feedfd1935d160c4,Rave & Roses,2022-03-24,https://open.spotify.com/track/3BnDvpeuGOj21Ir2aVEtQo,,
3CA9pLiwRIGtUBiMjbZmRw,Drake,Nice For What,Cash Money/Drake LP6,G#/Ab,Major,4 beats,0.585,0.909,0.0707,0.0891,9.7e-05,0.119,0.758,-6.474,93.372,210747,42,188716156,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5,https://i.scdn.co/image/ab67616d00001e02f907de96b9a4fbc04accc0d5,Scorpion,2018-06-29,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw,,
3CDVMejYHnB1SkEEx0T1N4,"21 Savage, Metro Boomin",Many Men,"Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic",A#/Bb,Minor,4 beats,0.635,0.793,0.0322,0.000647,0.747,0.113,0.281,-4.333,77.594,201856,1,8675173,https://i.scdn.co/image/ab67616d0000b2736a7e6ceda5e779fbb6ec1ba8,https://i.scdn.co/image/ab67616d00001e026a7e6ceda5e779fbb6ec1ba8,SAVAGE MODE II,2020-10-02,https://open.spotify.com/track/3CDVMejYHnB1SkEEx0T1N4,,
3CGZ7wfk4skmuyQgua1C1K,Lady Gaga,Chromatica I,Interscope,F#/Gb,Minor,3 beats,0.231,0.457,0.0318,0.0126,0.875,0.327,0.0588,-10.773,65.827,60400,1,6630385,https://i.scdn.co/image/ab67616d0000b2736040effba89b9b00a6f6743a,https://i.scdn.co/image/ab67616d00001e026040effba89b9b00a6f6743a,Chromatica,2020-05-29,https://open.spotify.com/track/3CGZ7wfk4skmuyQgua1C1K,,
3CIyK1V4JEJkg02E4EJnDl,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,Kid Ina Korner / Interscope,B,Minor,4 beats,0.728,0.783,0.266,0.237,0.0,0.434,0.555,-4.424,77.011,173381,75,347773062,https://i.scdn.co/image/ab67616d0000b273fc915b69600dce2991a61f13,https://i.scdn.co/image/ab67616d00001e02fc915b69600dce2991a61f13,Mercury - Acts 1 & 2,2022-07-01,https://open.spotify.com/track/3CIyK1V4JEJkg02E4EJnDl,,
3CJbxqRQ0JNCqboWDNUUeX,"Eminem, KXNG Crooked, Royce Da 5'9"", Joell Ortiz","I Will (feat. KXNG Crooked, Royce Da 5'9"" & Joell Ortiz)",Shady/Aftermath/Interscope Records,G#/Ab,Major,4 beats,0.635,0.543,0.067,0.0454,0.000678,0.272,0.036,-5.941,98.743,303000,1,7115414,https://i.scdn.co/image/ab67616d0000b2732f44aec83b20e40f3baef73c,https://i.scdn.co/image/ab67616d00001e022f44aec83b20e40f3baef73c,Music To Be Murdered By,2020-01-17,https://open.spotify.com/track/3CJbxqRQ0JNCqboWDNUUeX,,
3CNbrXrUrEARw8zeKNCdYo,KAROL G,GUCCI LOS PAÑOS,Universal Music Latino,D,Major,3 beats,0.791,0.45,0.0393,0.542,0.0,0.185,0.87,-3.001,157.953,186453,1,7470526,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335,https://i.scdn.co/image/ab67616d00001e0282de1ca074ae63cb18fce335,MAÑANA SERÁ BONITO,2023-02-24,https://open.spotify.com/track/3CNbrXrUrEARw8zeKNCdYo,,
3CRDbSIZ4r5MsZ0YwxuEkn,Twenty One Pilots,Stressed Out,Fueled By Ramen,E,Minor,4 beats,0.734,0.637,0.141,0.0462,2.29e-05,0.0602,0.648,-5.677,169.977,202333,46,219664185,https://i.scdn.co/image/ab67616d0000b2732df0d98a423025032d0db1f7,https://i.scdn.co/image/ab67616d00001e022df0d98a423025032d0db1f7,Blurryface,2015-05-15,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn,,
3CVb6hkMrlF7eHhXi5B3PZ,"Russ Millions, Tion Wayne",Body,Atlantic Records UK,B,Minor,4 beats,0.889,0.705,0.392,0.389,1.04e-05,0.0692,0.815,-8.683,141.069,183830,4,23453370,https://i.scdn.co/image/ab67616d0000b2737b6f68fe66afeb11263268ed,https://i.scdn.co/image/ab67616d00001e027b6f68fe66afeb11263268ed,Body,2021-03-25,https://open.spotify.com/track/3CVb6hkMrlF7eHhXi5B3PZ,,
3CWq0pAKKTWb0K4yiglDc4,Taylor Swift,You’re Losing Me (From The Vault),Taylor Swift,C,Major,4 beats,0.747,0.391,0.052,0.529,0.003,0.111,0.195,-13.767,102.984,277832,9,113482436,https://i.scdn.co/image/ab67616d0000b2734fe1868aa6838eb595f3673a,https://i.scdn.co/image/ab67616d00001e024fe1868aa6838eb595f3673a,You're Losing Me (From The Vault),2023-11-29,https://open.spotify.com/track/3CWq0pAKKTWb0K4yiglDc4,,
3CYH422oy1cZNoo0GTG1TK,Red Velvet,Psycho,SM Entertainment,G#/Ab,Major,4 beats,0.664,0.666,0.0446,0.193,0.0,0.0854,0.405,-2.203,139.987,210560,8,52700432,https://i.scdn.co/image/ab67616d0000b273df5022bdf1ac4bf52135c4be,https://i.scdn.co/image/ab67616d00001e02df5022bdf1ac4bf52135c4be,‘The ReVe Festival’ Finale,2019-12-23,https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK,,
3CboywxfJIgvHqi2FF4exb,A-Wall,Loverboy,Revolution Records,C,Major,4 beats,0.604,0.466,0.0315,0.649,0.0334,0.093,0.499,-10.093,120.045,224520,1,5490484,https://i.scdn.co/image/ab67616d0000b273d9296492f954b9e422cd79f5,https://i.scdn.co/image/ab67616d00001e02d9296492f954b9e422cd79f5,Loverboy,2019-06-28,https://open.spotify.com/track/3CboywxfJIgvHqi2FF4exb,,
3CeCwYWvdfXbZLXFhBrbnf,Taylor Swift,Love Story (Taylor’s Version),Taylor Swift,D,Major,4 beats,0.626,0.79,0.0311,0.135,3.97e-06,0.0989,0.416,-4.302,119.082,235767,3,32518830,https://i.scdn.co/image/ab67616d0000b273877ea8fa223c26f19aaef92d,https://i.scdn.co/image/ab67616d00001e02877ea8fa223c26f19aaef92d,Love Story (Taylor’s Version),2021-02-12,https://open.spotify.com/track/3CeCwYWvdfXbZLXFhBrbnf,,
3CidPLqWXqgesJlwYVJZdy,Lady Gaga,Plastic Doll,Interscope,C,Major,4 beats,0.743,0.853,0.04,0.0019,3.49e-05,0.0872,0.422,-4.842,121.028,221667,1,7451452,https://i.scdn.co/image/ab67616d0000b2736040effba89b9b00a6f6743a,https://i.scdn.co/image/ab67616d00001e026040effba89b9b00a6f6743a,Chromatica,2020-05-29,https://open.spotify.com/track/3CidPLqWXqgesJlwYVJZdy,,
3ClBKQkKoaUQ6UOhe2xlJK,Mac Miller,Good News,Warner Records,C#/Db,Minor,4 beats,0.794,0.32,0.173,0.853,0.134,0.112,0.241,-12.92,174.088,342040,1,19228184,https://i.scdn.co/image/ab67616d0000b2736460758b722022af489f0098,https://i.scdn.co/image/ab67616d00001e026460758b722022af489f0098,Good News,2020-01-09,https://open.spotify.com/track/3ClBKQkKoaUQ6UOhe2xlJK,,
3Cx4BsDd4q0GCVBJ5CAw2K,"Gaby Music, Lunay, Luar La L",No Te Quieren Conmigo,"Universal Music Latino / Gaby Music, Inc.",F#/Gb,Major,4 beats,0.76,0.646,0.068,0.361,0.000109,0.254,0.576,-5.009,97.917,252040,3,27374075,https://i.scdn.co/image/ab67616d0000b2732a34291b34be349de3e1fa3b,https://i.scdn.co/image/ab67616d00001e022a34291b34be349de3e1fa3b,No Te Quieren Conmigo,2023-12-15,https://open.spotify.com/track/3Cx4BsDd4q0GCVBJ5CAw2K,,
3D1rlKmZdpYUeMtRRLNawc,"Rudimental, Major Lazer, Anne-Marie, Mr Eazi",Let Me Live (feat. Anne-Marie & Mr Eazi),Atlantic Records UK,G#/Ab,Major,4 beats,0.662,0.844,0.0669,0.00295,4.78e-05,0.525,0.763,-5.495,145.007,205760,3,12428973,https://i.scdn.co/image/ab67616d0000b27325fadb18aa7a51bcf60f8ad3,https://i.scdn.co/image/ab67616d00001e0225fadb18aa7a51bcf60f8ad3,Let Me Live (feat. Anne-Marie & Mr Eazi),2018-06-15,https://open.spotify.com/track/3D1rlKmZdpYUeMtRRLNawc,,
3DBtvrhv3SAgK7s6zBGgbe,Feid,LUCES DE TECNO,UMLE - Latino,G,Minor,4 beats,0.628,0.673,0.597,0.163,0.0,0.097,0.299,-6.772,129.893,163787,1,9166351,https://i.scdn.co/image/ab67616d0000b273d7071c1defa5a6584cd57c16,https://i.scdn.co/image/ab67616d00001e02d7071c1defa5a6584cd57c16,"MOR, No Le Temas a La Oscuridad",2023-09-29,https://open.spotify.com/track/3DBtvrhv3SAgK7s6zBGgbe,,
3DGar7krWlmrXRFHBcQF6z,"Kris Kross Amsterdam, The Boy Next Door, Conor Maynard",Whenever (feat. Conor Maynard),Spinnin' Records,G,Major,4 beats,0.734,0.765,0.0621,0.151,0.0,0.231,0.518,-5.562,109.989,163636,15,97962201,https://i.scdn.co/image/ab67616d0000b273010a4b195b1afdc4667f20ab,https://i.scdn.co/image/ab67616d00001e02010a4b195b1afdc4667f20ab,Whenever (feat. Conor Maynard),2018-06-22,https://open.spotify.com/track/3DGar7krWlmrXRFHBcQF6z,,
3DK6m7It6Pw857FcQftMds,"Kanye West, Pusha T",Runaway,Roc-A-Fella,C#/Db,Minor,4 beats,0.374,0.568,0.109,0.219,0.00219,0.513,0.111,-3.825,84.733,547733,11,96348431,https://i.scdn.co/image/ab67616d0000b273d9194aa18fa4c9362b47464f,https://i.scdn.co/image/ab67616d00001e02d9194aa18fa4c9362b47464f,My Beautiful Dark Twisted Fantasy,2010-11-22,https://open.spotify.com/track/3DK6m7It6Pw857FcQftMds,,
3DKpA54hrFIdPN6AtL9HXa,"Lady Gaga, Bradley Cooper",I'll Never Love Again - Film Version - Radio Edit,A Star is Born OST,G,Major,4 beats,0.45,0.335,0.0298,0.785,1.25e-06,0.0979,0.25,-7.464,109.908,281235,3,13697858,https://i.scdn.co/image/ab67616d0000b273b5d4b4ed17ec86c4b3944af2,https://i.scdn.co/image/ab67616d00001e02b5d4b4ed17ec86c4b3944af2,A Star Is Born Soundtrack (Without Dialogue),2018-10-05,https://open.spotify.com/track/3DKpA54hrFIdPN6AtL9HXa,,
3DMs7bahbQTnoxCjgP7qoK,"Pop Smoke, Dua Lipa",Demeanor (feat. Dua Lipa),Victor Victor Worldwide,D#/Eb,Minor,4 beats,0.675,0.608,0.103,0.336,0.0,0.11,0.728,-6.934,99.865,184800,2,13595594,https://i.scdn.co/image/ab67616d0000b27379476cf856443329e6c52c04,https://i.scdn.co/image/ab67616d00001e0279476cf856443329e6c52c04,Faith,2021-07-16,https://open.spotify.com/track/3DMs7bahbQTnoxCjgP7qoK,,
3DX4Y0egvc0slLcLl31h2p,The Weeknd,Secrets,Universal Republic Records,C,Major,4 beats,0.665,0.771,0.0533,0.0155,9.6e-06,0.46,0.764,-5.779,109.948,265600,3,8334948,https://i.scdn.co/image/ab67616d0000b273a048415db06a5b6fa7ec4e1a,https://i.scdn.co/image/ab67616d00001e02a048415db06a5b6fa7ec4e1a,Starboy,2016-11-24,https://open.spotify.com/track/3DX4Y0egvc0slLcLl31h2p,,
3DXncPQOG4VBw3QHh3S817,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper, Lil Wayne","I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",Epic/We The Best,G,Major,4 beats,0.609,0.668,0.0367,0.0552,0.0,0.167,0.811,-4.284,80.924,288600,51,720836953,https://i.scdn.co/image/ab67616d0000b273f2b55cfff049e03f92834b50,https://i.scdn.co/image/ab67616d00001e02f2b55cfff049e03f92834b50,Grateful,2017-06-22,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817,,
3DZ8dbKg4OTSSqGARvecYd,"Lil Durk, Morgan Wallen",Broadway Girls (feat. Morgan Wallen),Alamo,A#/Bb,Major,4 beats,0.659,0.745,0.0347,0.0417,0.0,0.296,0.54,-3.599,74.967,185600,3,19623418,https://i.scdn.co/image/ab67616d0000b273e56c40e55f2d9ba5dc2b0c9d,https://i.scdn.co/image/ab67616d00001e02e56c40e55f2d9ba5dc2b0c9d,Broadway Girls (feat. Morgan Wallen),2021-12-17,https://open.spotify.com/track/3DZ8dbKg4OTSSqGARvecYd,,
3DarAbFujv6eYNliUTyqtz,"Doja Cat, SZA",Kiss Me More (feat. SZA),Kemosabe Records/RCA Records,G#/Ab,Major,4 beats,0.764,0.705,0.0284,0.259,8.92e-05,0.12,0.781,-3.463,110.97,208667,80,956687728,https://i.scdn.co/image/ab67616d0000b27314b7b2a920a41166d53ddd49,https://i.scdn.co/image/ab67616d00001e0214b7b2a920a41166d53ddd49,Planet Her,2021-06-25,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz,,
3Ddny34bFoYBb8dIGq5lwp,"Lil Tjay, Fivio Foreign, Pop Smoke",Zoo York (feat. Fivio Foreign & Pop Smoke),Columbia,F#/Gb,Minor,5 beats,0.565,0.569,0.379,0.0352,8.81e-06,0.106,0.303,-6.084,92.466,214825,1,5368705,https://i.scdn.co/image/ab67616d0000b2734f221c0104af653803c7572a,https://i.scdn.co/image/ab67616d00001e024f221c0104af653803c7572a,State of Emergency,2020-05-08,https://open.spotify.com/track/3Ddny34bFoYBb8dIGq5lwp,,
3DeZc9cOc1DM8YNoJV8lAv,"Bizarrap, Milo j",Toy en el Mic,DALE PLAY Records,G#/Ab,Minor,4 beats,0.73,0.423,0.145,0.464,0.0,0.202,0.91,-10.953,100.941,143998,1,10123190,https://i.scdn.co/image/ab67616d0000b27344fa31a89a1e549f74908a81,https://i.scdn.co/image/ab67616d00001e0244fa31a89a1e549f74908a81,en dormir sin Madrid,2023-10-04,https://open.spotify.com/track/3DeZc9cOc1DM8YNoJV8lAv,,
3DnZfpfe8wLeJgzc00gKeW,"Meek Mill, Cardi B",On Me (feat. Cardi B),MMG/Atlantic,C#/Db,Major,4 beats,0.864,0.666,0.234,0.0482,0.0,0.134,0.538,-5.525,132.12,225008,1,7078482,https://i.scdn.co/image/ab67616d0000b273cd63c5962050729d260077d6,https://i.scdn.co/image/ab67616d00001e02cd63c5962050729d260077d6,Championships,2018-11-30,https://open.spotify.com/track/3DnZfpfe8wLeJgzc00gKeW,,
3DoBTwfr8yi2LN08SBpFkN,"Travis Scott, Lil Uzi Vert, Kanye West",Watch (feat. Lil Uzi Vert & Kanye West),Epic/Grand Hustle/Cactus Jack,E,Minor,4 beats,0.706,0.559,0.0416,0.0372,0.0,0.379,0.252,-5.216,78.534,217405,7,52059877,https://i.scdn.co/image/ab67616d0000b273ed71124ea2ab3ddc260eb1b6,https://i.scdn.co/image/ab67616d00001e02ed71124ea2ab3ddc260eb1b6,Watch (feat. Lil Uzi Vert & Kanye West),2018-05-04,https://open.spotify.com/track/3DoBTwfr8yi2LN08SBpFkN,,
3Du2K5dLzmduCNp6uwuaL0,Demi Lovato,Sorry Not Sorry,Island Records,B,Minor,4 beats,0.702,0.635,0.265,0.0223,0.0,0.283,0.873,-6.917,144.004,203760,56,24148055,https://i.scdn.co/image/ab67616d0000b27391dc8442223c957094fdca6a,https://i.scdn.co/image/ab67616d00001e0291dc8442223c957094fdca6a,Tell Me You Love Me,2017-09-29,https://open.spotify.com/track/3Du2K5dLzmduCNp6uwuaL0,,
3Dv1eDb0MEgF93GpLXlucZ,Doja Cat,Say So,Kemosabe Records/RCA Records,B,Minor,4 beats,0.787,0.673,0.159,0.264,3.35e-06,0.0904,0.779,-4.583,110.962,237893,60,682073103,https://i.scdn.co/image/ab67616d0000b273d0bbfea6226b5c3707de92ed,https://i.scdn.co/image/ab67616d00001e02d0bbfea6226b5c3707de92ed,Hot Pink,2019-11-07,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,,
3Dwq1oiOFys6Sxr5SslmXw,Harry Styles,Carolina,Columbia,E,Minor,4 beats,0.624,0.673,0.0268,0.000569,1.54e-06,0.104,0.458,-4.017,121.986,189613,2,10203481,https://i.scdn.co/image/ab67616d0000b2733f8b8a9c71b2bd2f3019940b,https://i.scdn.co/image/ab67616d00001e023f8b8a9c71b2bd2f3019940b,Harry Styles,2017-05-12,https://open.spotify.com/track/3Dwq1oiOFys6Sxr5SslmXw,,
3E2Zh20GDCR9B1EYjfXWyv,AJR,Weak,Black Butter,F,Major,4 beats,0.673,0.637,0.0429,0.137,0.0,0.184,0.678,-4.518,123.98,201160,33,222210107,https://i.scdn.co/image/ab67616d0000b2735de4c6124093dd5fe1cbfeb7,https://i.scdn.co/image/ab67616d00001e025de4c6124093dd5fe1cbfeb7,The Click,2017-06-09,https://open.spotify.com/track/3E2Zh20GDCR9B1EYjfXWyv,,
3E3pb3qH11iny6TFDJvsg5,"Lil Baby, Lil Durk",Voice of the Heroes,Quality Control Music/Alamo Records/Motown Records,C,Major,4 beats,0.754,0.66,0.267,0.179,0.0,0.194,0.316,-6.811,83.0,209299,1,6249801,https://i.scdn.co/image/ab67616d0000b2739fa79040de02a72663f24323,https://i.scdn.co/image/ab67616d00001e029fa79040de02a72663f24323,The Voice of the Heroes,2021-06-04,https://open.spotify.com/track/3E3pb3qH11iny6TFDJvsg5,,
3E7dfMvvCLUddWissuqMwr,Miley Cyrus,Party In The U.S.A.,Hollywood Records,A#/Bb,Minor,4 beats,0.652,0.698,0.042,0.00112,0.000115,0.0886,0.47,-4.667,96.021,202067,4,33173472,https://i.scdn.co/image/ab67616d0000b2734ea6653890e297d53e93e3e0,https://i.scdn.co/image/ab67616d00001e024ea6653890e297d53e93e3e0,The Time Of Our Lives (International Version),2009-01-01,https://open.spotify.com/track/3E7dfMvvCLUddWissuqMwr,,
3EApebexZ7YqDIqw2EMTDh,Chance the Rapper,I Might Need Security,Chance the Rapper,A,Major,3 beats,0.514,0.693,0.408,0.177,0.0,0.351,0.287,-5.868,110.568,240640,2,12601804,https://i.scdn.co/image/ab67616d0000b27325bf4e3aa3448d300f84a14f,https://i.scdn.co/image/ab67616d00001e0225bf4e3aa3448d300f84a14f,I Might Need Security,2018-07-19,https://open.spotify.com/track/3EApebexZ7YqDIqw2EMTDh,,
